vendor_name,category,country,state,currency,invoice_amount,gst_percentage,tax_amount,discount_percent,discount_amount,subtotal,total_amount,payment_method,payment_terms,payment_status,invoice_description,vendor_frequency,vendor_risk,blacklisted,duplicate_invoice,duplicate_po,gst_valid,tax_mismatch,date_anomaly,amount_anomaly,payment_anomaly,vendor_mismatch,currency_mismatch,risk_score,fraud,tax_ratio,discount_ratio,effective_gst,vendor_amount_ratio,high_value_invoice,amount_zscore,invoice_age,invoice_month,invoice_quarter,invoice_day,is_weekend,is_month_end,financial_risk_count,vendor_risk_count,operational_risk_count,total_risk_indicators,high_risk_vendor,blacklisted_vendor,risk_severity
80.0,7.0,0.0,4.0,3.0,52000.57,18.0,9360.1,5.0,2600.03,49400.54,58760.64,2.0,15.0,1.0,11.0,125.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.05,18.0,0.355,0.0,-0.524,15.0,8.0,3.0,23.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
99.0,6.0,0.0,6.0,3.0,10324.93,12.0,1238.99,0.0,0.0,10324.93,11563.92,1.0,45.0,4.0,14.0,143.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.0,0.872,0.0,-0.174,45.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.0,1.0,0.0,5.0,3.0,230763.64,18.0,41537.46,5.0,11538.18,219225.46,260762.92,0.0,30.0,1.0,14.0,5.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.018,1.0,0.753,30.0,6.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,1.0,0.0,7.0,3.0,58002.05,18.0,10440.37,5.0,2900.1,55101.95,65542.32,2.0,60.0,3.0,14.0,146.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.845,0.0,-0.278,60.0,10.0,4.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
64.0,5.0,0.0,3.0,3.0,57359.73,18.0,10324.75,0.0,0.0,57359.73,67684.48,2.0,15.0,3.0,7.0,112.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.896,0.0,-0.154,15.0,12.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
49.0,7.0,0.0,7.0,3.0,41861.35,18.0,7535.04,0.0,0.0,41861.35,49396.39,3.0,45.0,1.0,10.0,106.0,1.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.896,0.0,-0.206,45.0,7.0,3.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
21.0,3.0,0.0,7.0,3.0,1470482.45,18.0,109881.2,0.0,0.0,311200.92,367217.09,1.0,30.0,2.0,8.0,69.0,1.0,False,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,1.0,0.0747,0.0,7.47,4.707,1.0,5.27,30.0,9.0,3.0,9.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0
41.0,0.0,0.0,7.0,3.0,47945.61,18.0,8630.21,5.0,2397.28,45548.33,54178.54,1.0,15.0,3.0,1.0,93.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.797,0.0,-0.379,15.0,12.0,4.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,2.0,0.0,4.0,3.0,25642.47,28.0,7179.89,5.0,1282.12,24360.35,31540.24,2.0,30.0,3.0,4.0,148.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.28,0.05,28.0,1.074,0.0,0.135,30.0,10.0,4.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
80.0,6.0,0.0,5.0,3.0,30245.16,12.0,1120.08,10.0,3024.52,27220.64,30850.06,2.0,60.0,4.0,3.0,41.0,1.0,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,65.0,0.0,0.037,0.1,3.7,0.206,0.0,-0.644,60.0,8.0,3.0,27.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0
82.0,1.0,0.0,0.0,3.0,147554.44,18.0,26559.8,0.0,0.0,147554.44,174114.24,2.0,30.0,4.0,4.0,113.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.751,1.0,-0.363,30.0,9.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,5.0,0.0,7.0,3.0,131336.06,18.0,23640.49,10.0,13133.61,118202.45,141842.94,3.0,60.0,3.0,13.0,149.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.913,0.0,-0.176,60.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59.0,1.0,0.0,6.0,3.0,52384.52,18.0,9429.21,0.0,0.0,52384.52,61813.73,3.0,30.0,4.0,1.0,100.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.657,0.0,-0.526,30.0,12.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44.0,5.0,0.0,6.0,3.0,105748.16,18.0,19034.67,10.0,10574.82,95173.34,114208.01,3.0,45.0,2.0,4.0,80.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.913,0.0,-0.208,45.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.0,1.0,0.0,7.0,3.0,60471.61,18.0,10884.89,10.0,6047.16,54424.45,65309.34,2.0,45.0,4.0,7.0,146.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.881,0.0,-0.213,45.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,3.0,0.0,7.0,3.0,245731.25,18.0,44231.62,5.0,12286.56,233444.69,277676.31,2.0,30.0,2.0,2.0,129.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.022,0.0,0.039,30.0,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,1.0,0.0,4.0,3.0,176920.13,18.0,31845.62,0.0,0.0,176920.13,208765.75,4.0,60.0,3.0,13.0,72.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,1.1,1.0,0.223,60.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37.0,2.0,0.0,4.0,3.0,104285.15,28.0,29199.84,0.0,0.0,104285.15,133484.99,4.0,30.0,4.0,11.0,110.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,28.0,0.916,1.0,-0.121,30.0,5.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50.0,1.0,0.0,4.0,3.0,111668.01,18.0,20100.24,10.0,11166.8,100501.21,120601.45,0.0,60.0,2.0,5.0,60.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.87,0.0,-0.222,60.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,3.0,0.0,7.0,3.0,207943.8,18.0,37429.88,0.0,0.0,207943.8,245373.68,1.0,45.0,4.0,11.0,69.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.666,0.0,-0.475,45.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15.0,3.0,0.0,4.0,3.0,195065.8,18.0,28234.12,5.0,9753.29,185312.51,220424.35,1.0,30.0,2.0,1.0,17.0,1.0,False,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.1447,0.05,14.47,0.837,0.0,-0.487,30.0,4.0,2.0,28.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0
82.0,1.0,0.0,0.0,3.0,157461.28,18.0,28343.03,10.0,15746.13,141715.15,170058.18,2.0,30.0,1.0,8.0,113.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.802,1.0,-0.289,30.0,5.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,7.0,0.0,3.0,1.0,93654.1,18.0,5227.1,10.0,2903.95,26135.51,31362.61,4.0,45.0,1.0,1.0,95.0,1.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0558,0.031,5.58,2.001,1.0,1.394,45.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
63.0,3.0,0.0,1.0,3.0,117195.02,18.0,21095.1,5.0,5859.75,111335.27,132430.37,4.0,30.0,1.0,4.0,133.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.683,0.0,-0.617,30.0,8.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
72.0,2.0,0.0,7.0,3.0,29656.03,28.0,8303.69,5.0,1482.8,28173.23,36476.92,1.0,60.0,2.0,6.0,126.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.05,28.0,0.852,0.0,-0.283,60.0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81.0,6.0,0.0,5.0,3.0,21540.84,12.0,2584.9,10.0,2154.08,19386.76,21971.66,2.0,45.0,3.0,4.0,41.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,12.0,0.689,0.0,-0.994,45.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.0,0.0,0.0,7.0,3.0,54585.07,18.0,9825.31,5.0,2729.25,51855.82,61681.13,1.0,60.0,1.0,14.0,93.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.908,0.0,-0.173,60.0,9.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
73.0,0.0,0.0,4.0,3.0,73376.9,18.0,13207.84,5.0,3668.84,69708.06,82915.9,0.0,45.0,4.0,11.0,46.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,1.167,0.0,0.265,45.0,12.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,7.0,0.0,5.0,3.0,51957.52,18.0,9352.35,0.0,0.0,51957.52,61309.87,0.0,15.0,3.0,10.0,128.0,1.0,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.18,0.0,18.0,0.624,0.0,-0.751,-1.0,12.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
60.0,7.0,0.0,4.0,3.0,55962.03,18.0,10073.17,0.0,0.0,55962.03,66035.2,1.0,45.0,3.0,14.0,88.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.796,0.0,-0.326,45.0,10.0,4.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
80.0,0.0,0.0,2.0,3.0,57068.4,18.0,10272.31,5.0,2853.42,54214.98,64487.29,1.0,30.0,4.0,4.0,80.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.05,18.0,0.389,0.0,-0.496,30.0,4.0,2.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23.0,2.0,0.0,4.0,3.0,19868.6,28.0,5563.21,10.0,1986.86,17881.74,23444.95,2.0,15.0,2.0,4.0,148.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.1,28.0,0.832,0.0,-0.306,15.0,11.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92.0,4.0,0.0,4.0,3.0,47135.81,18.0,8484.45,5.0,2356.79,44779.02,53263.47,2.0,15.0,0.0,3.0,139.0,1.0,False,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.18,0.05,18.0,1.065,1.0,0.103,15.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
54.0,6.0,0.0,5.0,3.0,43279.84,12.0,5193.58,0.0,0.0,43279.84,48473.42,4.0,30.0,3.0,14.0,74.0,1.0,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.12,0.0,12.0,0.964,1.0,-0.057,30.0,12.0,4.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
93.0,5.0,0.0,3.0,3.0,93811.44,18.0,16886.06,0.0,0.0,93811.44,110697.5,1.0,60.0,3.0,1.0,111.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.798,0.0,-0.606,60.0,6.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
80.0,6.0,0.0,5.0,3.0,225230.6,12.0,5893.11,10.0,4910.93,44198.35,50091.46,4.0,45.0,1.0,13.0,74.0,1.0,False,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,0.0262,0.0218,2.62,1.536,1.0,0.435,45.0,9.0,3.0,18.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0
20.0,6.0,0.0,3.0,3.0,38847.29,12.0,4661.67,0.0,0.0,38847.29,43508.96,2.0,45.0,4.0,1.0,44.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,12.0,0.831,1.0,-0.322,45.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.0,7.0,0.0,3.0,3.0,66978.54,18.0,12056.14,0.0,0.0,66978.54,79034.68,4.0,15.0,3.0,1.0,87.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.876,0.0,-0.188,15.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31.0,5.0,0.0,5.0,3.0,132964.79,18.0,23933.66,0.0,0.0,132964.79,156898.45,2.0,45.0,1.0,11.0,110.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.766,1.0,-0.308,45.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.0,4.0,0.0,7.0,3.0,33996.15,18.0,6119.31,0.0,0.0,33996.15,40115.46,0.0,15.0,0.0,2.0,146.0,2.0,False,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,65.0,0.0,0.18,0.0,18.0,0.911,0.0,-0.169,15.0,8.0,3.0,16.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
84.0,3.0,0.0,6.0,3.0,140922.78,18.0,25366.1,5.0,7046.14,133876.64,159242.74,2.0,30.0,1.0,0.0,146.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.9,0.0,-0.155,30.0,12.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
74.0,5.0,0.0,7.0,3.0,125517.36,18.0,22593.12,10.0,12551.74,112965.62,135558.74,3.0,15.0,3.0,2.0,149.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.873,0.0,-0.258,15.0,2.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
78.0,5.0,0.0,6.0,3.0,147317.14,18.0,26517.09,0.0,0.0,147317.14,173834.23,4.0,45.0,2.0,12.0,135.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.82,1.0,-0.45,45.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10.0,0.0,0.0,2.0,3.0,75117.42,18.0,13521.14,0.0,0.0,75117.42,88638.56,4.0,30.0,2.0,2.0,80.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.678,0.0,-0.511,30.0,9.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.0,7.0,0.0,3.0,3.0,32262.01,18.0,5807.16,0.0,0.0,32262.01,38069.17,4.0,45.0,2.0,13.0,95.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.689,0.0,-0.433,45.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80.0,3.0,0.0,4.0,3.0,265537.55,18.0,47796.76,5.0,13276.88,252260.67,300057.43,3.0,15.0,1.0,1.0,59.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18,0.05,18.0,1.811,1.0,0.658,15.0,3.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
71.0,3.0,0.0,5.0,3.0,238538.25,18.0,42936.89,10.0,23853.83,214684.42,257621.31,3.0,60.0,3.0,4.0,121.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.18,0.1,18.0,0.942,0.0,-0.125,60.0,5.0,2.0,23.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
67.0,0.0,0.0,7.0,3.0,52665.19,18.0,9479.73,0.0,0.0,52665.19,62144.92,1.0,30.0,4.0,0.0,87.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.868,0.0,-0.284,30.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13.0,1.0,0.0,4.0,3.0,67459.72,18.0,12142.75,10.0,6745.97,60713.75,72856.5,0.0,45.0,4.0,12.0,73.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,18.0,0.91,0.0,-0.135,45.0,12.0,4.0,29.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
57.0,6.0,0.0,4.0,3.0,35518.8,12.0,4262.26,0.0,0.0,35518.8,39781.06,4.0,15.0,4.0,4.0,32.0,2.0,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.12,0.0,12.0,1.058,1.0,0.114,15.0,9.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
18.0,4.0,0.0,4.0,3.0,50482.32,18.0,9086.82,0.0,0.0,50482.32,59569.14,3.0,30.0,4.0,0.0,94.0,2.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,18.0,0.81,1.0,-0.296,30.0,1.0,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.0,1.0,0.0,4.0,3.0,133457.35,18.0,24022.32,5.0,6672.87,126784.48,150806.8,4.0,60.0,4.0,4.0,72.0,2.0,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0.0,0.18,0.05,18.0,0.83,0.0,-0.382,-11.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
19.0,3.0,0.0,7.0,3.0,206601.14,18.0,37188.21,5.0,10330.06,196271.08,233459.29,2.0,60.0,1.0,7.0,129.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.859,0.0,-0.249,60.0,6.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
99.0,6.0,0.0,6.0,3.0,8454.16,12.0,1014.5,5.0,422.71,8031.45,9045.95,1.0,45.0,3.0,5.0,143.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.05,12.0,0.714,0.0,-0.389,45.0,4.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
61.0,7.0,0.0,4.0,3.0,49711.91,18.0,8948.14,5.0,2485.6,47226.31,56174.45,2.0,45.0,2.0,13.0,125.0,1.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.05,18.0,0.798,0.0,-0.351,45.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
